date,rainfall_departure_pct
2001-09-01,-28.22
2001-10-01,25.53
2001-11-01,-28.41
2001-12-01,-53.78
2002-01-01,2.52
2002-02-01,-7.73
2002-03-01,-12.76
2002-04-01,11.81
2002-05-01,0.68
2002-06-01,-1.59
2002-07-01,-45.27
2002-08-01,-4.59
2002-09-01,-19.63
2002-10-01,-15.37
2002-11-01,-35.07
2002-12-01,-54.9
2003-01-01,-45.88
2003-02-01,64.85
2003-03-01,33.81
2003-04-01,-9.01
2003-05-01,-37.57
2003-06-01,-1.26
2003-07-01,6.68
2003-08-01,-8.9
2003-09-01,-4.23
2003-10-01,22.13
2003-11-01,-56.51
2003-12-01,-15.8
2004-01-01,33.66
2004-02-01,-55.76
2004-03-01,-50.66
2004-04-01,26.16
2004-05-01,38.52
2004-06-01,-2.59
2004-07-01,-13.58
2004-08-01,-1.62
2004-09-01,-22.25
2004-10-01,10.24
2004-11-01,-39.53
2004-12-01,-73.15
2005-01-01,86.87
2005-02-01,62.19
2005-03-01,45.6
2005-04-01,3.91
2005-05-01,-23.71
2005-06-01,-11.44
2005-07-01,16.86
2005-08-01,-20.47
2005-09-01,24.95
2005-10-01,23.65
2005-11-01,-1.59
2005-12-01,3.33
2006-01-01,-23.81
2006-02-01,-56.16
2006-03-01,22.94
2006-04-01,-14.79
2006-05-01,43.98
2006-06-01,-8.92
2006-07-01,0.81
2006-08-01,5.15
2006-09-01,11.49
2006-10-01,-18.91
2006-11-01,-6.01
2006-12-01,-39.53
2007-01-01,-84.9
2007-02-01,63.44
2007-03-01,1.77
2007-04-01,-2.78
2007-05-01,-15.42
2007-06-01,18.71
2007-07-01,7.85
2007-08-01,6.98
2007-09-01,42.32
2007-10-01,-19.99
2007-11-01,-41.33
2007-12-01,3.43
2008-01-01,20.34
2008-02-01,-16.53
2008-03-01,79.03
2008-04-01,-6.89
2008-05-01,-18.42
2008-06-01,13.88
2008-07-01,-12.88
2008-08-01,5.81
2008-09-01,1.27
2008-10-01,-25.44
2008-11-01,-18.49
2008-12-01,-28.92
2009-01-01,-48.93
2009-02-01,-50.1
2009-03-01,-39.28
2009-04-01,-29.48
2009-05-01,-6.7
2009-06-01,-39.83
2009-07-01,1.77
2009-08-01,-24.1
2009-09-01,-8.17
2009-10-01,-1.89
2009-11-01,48.31
2009-12-01,-15.57
2010-01-01,-38.14
2010-02-01,-39.77
2010-03-01,-34.05
2010-04-01,13.36
2010-05-01,1.28
2010-06-01,-11.05
2010-07-01,7.31
2010-08-01,5.34
2010-09-01,16.56
2010-10-01,0.33
2010-11-01,83.44
2010-12-01,60.17
2011-01-01,-11.13
2011-02-01,6.84
2011-03-01,-1.46
2011-04-01,13.38
2011-05-01,-16.07
2011-06-01,5.85
2011-07-01,-6.51
2011-08-01,13.49
2011-09-01,18.75
2011-10-01,-43.91
2011-11-01,-27.01
2011-12-01,-29.43
2012-01-01,68.85
2012-02-01,-54.65
2012-03-01,-57.76
2012-04-01,33.88
2012-05-01,-41.07
2012-06-01,-19.53
2012-07-01,-12.26
2012-08-01,2.16
2012-09-01,23.49
2012-10-01,-19.56
2012-11-01,-5.27
2012-12-01,-26.11
2013-01-01,-24.97
2013-02-01,71.57
2013-03-01,-37.92
2013-04-01,-27.36
2013-05-01,-2.89
2013-06-01,30.57
2013-07-01,10.68
2013-08-01,-8.92
2013-09-01,-5.73
2013-10-01,52.03
2013-11-01,-33.04
2013-12-01,-51.87
2014-01-01,0.27
2014-02-01,20.35
2014-03-01,4.57
2014-04-01,-49.31
2014-05-01,6.74
2014-06-01,-37.55
2014-07-01,-7.99
2014-08-01,0.34
2014-09-01,4.33
2014-10-01,-14.81
2014-11-01,-48.39
2014-12-01,-11.77
2015-01-01,18.07
2015-02-01,-21.05
2015-03-01,83.73
2015-04-01,75.22
2015-05-01,-11.42
2015-06-01,5.08
2015-07-01,-19.83
2015-08-01,-18.78
2015-09-01,-16.87
2015-10-01,-35.72
2015-11-01,35.83
2015-12-01,16.85
2016-01-01,-36.47
2016-02-01,-50.6
2016-03-01,-2.9
2016-04-01,-26.64
2016-05-01,-1.09
2016-06-01,-5.92
2016-07-01,3.91
2016-08-01,-16.44
2016-09-01,4.35
2016-10-01,-30.65
2016-11-01,-64.62
2016-12-01,29.75
2017-01-01,58.48
2017-02-01,-55.97
2017-03-01,12.65
2017-04-01,13.09
2017-05-01,-11.6
2017-06-01,-1.53
2017-07-01,-2.98
2017-08-01,-3.72
2017-09-01,0.08
2017-10-01,7.95
2017-11-01,-48.22
2017-12-01,17.32
